smiles,value,source,name,units,params
CCCCCCCCCCCCCC(C)CCCC,322,,Boiling point,°C,
CC(C)C(C)(C)[N+](=O)[O-],173.5,,Boiling point,°C,
CCCCCCCCCCCCCCCCCCCCCc1ccccc1,439,,Boiling point,°C,
CCCCCCCCCCCCCCCCNCC,335,10.1186/s13321-024-00895-0,Boiling point,°C,
CC(Cl)C(C)(C)C,109,,Boiling point,°C,
CCCCCCCCCC(C)C(C)C,245,,Boiling point,°C,
CCB(CC)OC,90,GESTIS,Boiling point,°C,
CCCCCCCCCC(F)(F)F,169,10.1186/s13321-024-00895-0,Boiling point,°C,
CC(C)CCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,131,,Boiling point,°C,
CC1(C)CC(=O)N1,220,,Boiling point,°C,
CCB(O)CC,80,,Boiling point,°C,
Cc1nc(-c2ccc3ccccc3c2)cs1,363,,Boiling point,°C,
Oc1cc(Br)ccc1Cl,232,,Boiling point,°C,
C[Si](C)(C)C[Ge](C)(C)C,132,,Boiling point,°C,
CCC(N)COC(C)(C)OCC(N)CC,204,ECHA,Boiling point,°C,
O=c1nc(-c2ccccc2)nc(-c2ccccc2)[nH]1,400,ECHA,Boiling point,°C,
CC1(C)[C@H](C(=O)O)[C@@H]1c1ccccc1,134,,Boiling point,°C,
C[C:5]1(C)[CH2:4][O:3][P:2](=O)(N[CH2:1][CH2:2]N[P:2]2(=O)[O:1][CH2:6][C:5](C)(C)[CH2:4][O:3]2)[O:1][CH2:6]1,274,ECHA,Boiling point,°C,
CC(C)(Cl)[Si](Cl)(Cl)Cl,151,,Boiling point,°C,
CCCCCCCCCCCCCCCS(=O)(=O)Oc1ccccc1,200,GESTIS,Boiling point,°C,
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,320,AAT Bioquest,Boiling point,°C,
FC(Cl)(Cl)Cl,23.6,GESTIS,Boiling point,°C,
Fc1ccccc1F,93.9,Handbook of chemistry and physics 2016,Boiling point,°C,
Nc1cccc2ccccc12,300,GESTIS,Boiling point,°C,
NC1CC1,49.2,Handbook of chemistry and physics 2016,Boiling point,°C,
Nc1ccc(Cl)c(Cl)c1,272,ECHA,Boiling point,°C,
Nc1cccc(Cl)c1,230.5,ECHA,Boiling point,°C,
Nc1cccc(Cl)c1Cl,252,GESTIS,Boiling point,°C,
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,438,ECHA,Boiling point,°C,
N#CCCCCCCCCC#N,204,AAT Bioquest,Boiling point,°C,
N#CC(Cl)(Cl)Cl,83.5,GESTIS,Boiling point,°C,
O=C1c2ccccc2C(=O)c2ccccc21,377,ECHA,Boiling point,°C,
O=C1c2ccccc2-c2ccccc21,341.5,ECHA,Boiling point,°C,
O=c1ccc2ccccc2o1,301.71,ECHA,Boiling point,°C,
Oc1ccccc1,181.9,ECHA,Boiling point,°C,
O=C1CCCCO1,230.64,ECHA,Boiling point,°C,
O=C1CCCCN1,260,Handbook of chemistry and physics 2016,Boiling point,°C,
Oc1ccccc1C(F)(F)F,147.5,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C1C=CC(=O)N1c1ccccc1,300,ECHA,Boiling point,°C,
O=C1Nc2ccccc2C1=O,351.96,ECHA,Boiling point,°C,
O=Cc1ccccc1,179,ECHA,Boiling point,°C,
O=Cc1ccccc1[N+](=O)[O-],156,GESTIS,Boiling point,°C,
OCC=CCO,232.5,,Boiling point,°C,
OC(CF)CF,127,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,377,,Boiling point,°C,
O=[N+]([O-])c1c2ccccc2cc2ccccc12,275,AAT Bioquest,Boiling point,°C,
O=[N+]([O-])c1ccccc1CO,270,Handbook of chemistry and physics 2016,Boiling point,°C,
O=[N+]([O-])c1ccc(O)cc1,297,ECHA,Boiling point,°C,
O=[N+]([O-])c1cc(Cl)ccc1Cl,241.3,ECHA,Boiling point,°C,
O=[N+]([O-])c1cccs1,224.5,ECHA,Boiling point,°C,
O=C(Cl)OC(Cl)(Cl)C(Cl)(Cl)Cl,205,,Boiling point,°C,
OC[C@@H](O)[C@@H](O)CO,330.5,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)C(=O)OC(C(C)C)C(C)(C)COC(=O)C1CCCCC1C(=O)OCc1ccccc1,438.5,ECHA,Boiling point,°C,
CC(O)CNC(=O)C(C)(C)CCC(C)CCC(C)CCC(C)(C)C,150,ECHA,Boiling point,°C,
Nc1ccc(N2CCC=C(N3CCOCC3)C2=O)cc1,450.93,ECHA,Boiling point,°C,
CCOC(=S)SC(C)C(=O)OC,72.8,ECHA,Boiling point,°C,
CC#CC(C)(C)Cl,109,,Boiling point,°C,
CCc1cc(Cc2cc(CC)c(N=C=O)c(CC)c2)cc(CC)c1N=C=O,230,,Boiling point,°C,
CC12CCC(C)(C(O)C1)C2(C)C,219.5,,Boiling point,°C,
c1cc(OCC2CO2)c2ccc(OCC3CO3)cc2c1,336,ECHA,Boiling point,°C,
COc1ccc(C(C)=O)c(C)c1,268,,Boiling point,°C,
CCC/C=C/CCCCCC,193,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCC/C=C\CCCCC,192.3,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(=O)/C(C)=C/C1C(C)=CCCC1(C)C,268.2,ECHA,Boiling point,°C,
CCC(=O)/C=C/C1=C(C)CCCC1(C)C,281,ECHA,Boiling point,°C,
C/C=C1/CC2C=CC1C2,147.9,ECHA,Boiling point,°C,
C=C(C)/C=C/C(=C)C,145,,Boiling point,°C,
CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,642.7,,Boiling point,°C,
Cc1cc(Cl)c(C)c(Cl)c1,222,,Boiling point,°C,
CCCCCCCCCCCCCCCCCCCCCCCN,418,10.1186/s13321-024-00895-0,Boiling point,°C,
O=C(F)SSC(F)(F)Cl,96,,Boiling point,°C,
COC(OC)C(Cl)(Cl)Cl,183,,Boiling point,°C,
CC(C)CCCN,123.5,,Boiling point,°C,
COC(CC(C)=O)OC,71.5,GESTIS,Boiling point,°C,
C[C@@H]1CCC[C@H](O)C1,170.5,10.1186/s13321-024-00895-0,Boiling point,°C,
Cc1c(Cl)nc(Cl)nc1Cl,245,,Boiling point,°C,
FC(F)(Cl)C(Cl)=C(Cl)Cl,128,,Boiling point,°C,
COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12,253,,Boiling point,°C,
O=C1CCS(=O)(=O)CC1,385,,Boiling point,°C,
CCCCCOc1ccc2ccccc2c1,331,,Boiling point,°C,
C[Si](C)(C)P([Si](C)(C)C)[Si](C)(C)C,241.75,,Boiling point,°C,
Clc1ncc(Br)c(Cl)n1,111,,Boiling point,°C,
COc1ccc(O)cc1C,242.5,,Boiling point,°C,
CCOC(=O)c1scnc1C,232.5,,Boiling point,°C,
CSC(=O)C(=O)SC,218,,Boiling point,°C,
CCOCC=Cc1ccccc1,238.5,,Boiling point,°C,
COc1c(C)cc(Br)cc1Br,267.5,,Boiling point,°C,
CCCOC(=O)C1CCCCC1C(=O)OCCC,299,ECHA,Boiling point,°C,
Cc1cccc(C(=O)c2ccc(C)cc2C)c1,335,,Boiling point,°C,
CCCC[Sn](Cl)(Cl)CCCC,135,AAT Bioquest,Boiling point,°C,
CC1(C)c2ccccc2-c2ccc(N(c3ccccc3-c3ccccc3)c3cccc4c3-c3ccccc3C43c4ccccc4-c4ccccc43)cc21,500,ECHA,Boiling point,°C,
COc1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3O)n2)cc1,487,ECHA,Boiling point,°C,
CCC[C@H]1CCC[C@@H](C)N1,173.5,,Boiling point,°C,
CCOC(=O)C(C)(O)c1ccc(Oc2ccccc2)cc1,280,ECHA,Boiling point,°C,
C=CNC(=O)OC,167.5,,Boiling point,°C,
COC(=O)C(C)(C)C(O)c1ccccc1,112,,Boiling point,°C,
PCCCCP,171,,Boiling point,°C,
C/C=C1/CN2[C@H]3C[C@@H]1[C@@H](C=O)[C@@H]2Cc1c3[nH]c2ccccc12,180,Handbook of chemistry and physics 2016,Boiling point,°C,
CN(C)CCOCCN(C)CCCN,270,ECHA,Boiling point,°C,
C1CCC2NCCNC2C1,228,,Boiling point,°C,
[2H]N([2H])CC,16.5,,Boiling point,°C,
c1cc(C2CC2)ccc1C1CC1,211,,Boiling point,°C,
OCC(Cl)C(Cl)(Cl)Cl,210,,Boiling point,°C,
COc1c(OC)c(=O)c(=O)c1=O,250,,Boiling point,°C,
Cc1cc(C)c(N)c(C)c1C,255,10.1186/s13321-024-00895-0,Boiling point,°C,
CC(O)(CN)CN,219.5,,Boiling point,°C,
Cc1ccc(S(=O)(=O)OCC2CCCCC2)cc1,122,,Boiling point,°C,
C/C=C/C1CCCCN1,168,Handbook of chemistry and physics 2016,Boiling point,°C,
C[Sn](C)(C)C(F)(F)F,100.5,,Boiling point,°C,
CC(C)c1c[nH]c2ccccc12,287.5,,Boiling point,°C,
C1=CC[C@H]2C[C@H]2C1,114.5,,Boiling point,°C,
FC(F)(F)C1(C(F)(F)F)OP(F)(F)(F)OC1(C(F)(F)F)C(F)(F)F,55,,Boiling point,°C,
CCCCCCCCCCCCCCCCCCCCCCCCc1ccccc1,466,,Boiling point,°C,
COCc1ccc(Br)cc1,107,,Boiling point,°C,
FCC(F)(F)C(F)(F)C(F)(F)C(F)F,82,,Boiling point,°C,
Cc1ccc2c(c1)ncn2C,301,,Boiling point,°C,
CC(C)OC(=O)[C@H](C)OC(=O)C(C)(C)C,207.5,ECHA,Boiling point,°C,
N=Cc1cccc2ccccc12,267,,Boiling point,°C,
CC(C)(C)[Ge](Cl)(Cl)Cl,152.5,,Boiling point,°C,
CCCCC/C(C=O)=C/c1ccccc1,287.2,ECHA,Boiling point,°C,
CCCCCCCCON1C(C)(C)CC(OC(=O)CCCCCCCCC(=O)OC2CC(C)(C)N(OCCCCCCCC)C(C)(C)C2)CC1(C)C,367,ECHA,Boiling point,°C,
O=C=Nc1ccc(-c2ccccc2)cc1,283,AAT Bioquest,Boiling point,°C,
CC(C)(C)CC(C)(C)c1cc(Cc2cc(C(C)(C)CC(C)(C)C)cc(-n3nc4ccccc4n3)c2O)c(O)c(-n2nc3ccccc3n2)c1,771.6,ECHA,Boiling point,°C,
COC(=O)C(C)(C)c1ccc(Br)cc1,280,ECHA,Boiling point,°C,
CCCCNC(=O)CCCl,128,,Boiling point,°C,
Clc1ccccc1Nc1ccccc1,301.5,,Boiling point,°C,
C/C=C/C(=O)C1CCC(C)(C)C=C1C,251.3,ECHA,Boiling point,°C,
CC(C)(C)C(C)(O)C(C)(C)C,189.25,,Boiling point,°C,
CC(=O)OCC[C@@H](C)CCC=C(C)C,239.8,ECHA,Boiling point,°C,
FC(F)c1cc(C(F)F)[nH]n1,207.4,ECHA,Boiling point,°C,
C[C@H]1CC[C@@](C)(C(=O)O)C1(C)C,255,,Boiling point,°C,
COc1c(C)nc(Cl)c2ccccc12,303,,Boiling point,°C,
Oc1ccc2cccc(Cl)c2c1,307.5,AAT Bioquest,Boiling point,°C,
CCCCCCCCCCCCCCCCCCCCCCCC1CCCCC1,449,10.1186/s13321-024-00895-0,Boiling point,°C,
CCOC(=O)CN(C(=O)CC(C)=O)c1ccccc1,195,ECHA,Boiling point,°C,
C1CC[C@@H]2COC[C@H]2C1,178,,Boiling point,°C,
CC(=O)Nc1ccc(F)cc1-c1ccc(Cl)c(Cl)c1,375.2,ECHA,Boiling point,°C,
Brc1cccc(Sc2cccc(Br)c2)c1,342,,Boiling point,°C,
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1C(=O)NCCc1ccccn1,346,ECHA,Boiling point,°C,
O=C1c2ccccc2C(c2ccc(O)cc2)(c2ccc(O)cc2)N1c1ccccc1,314,ECHA,Boiling point,°C,
CCCCCCc1ncc[nH]1,295,,Boiling point,°C,
O=[N+]([O-])c1cccc(C(F)(F)F)c1C(F)(F)F,224,,Boiling point,°C,
C[C@@H]1OC(=O)[C@H](C)O1,154.5,,Boiling point,°C,
Cc1cc(Br)cnc1N(C)C(=O)c1ccccc1,397.32,ECHA,Boiling point,°C,
CNC(=O)c1cc(Cl)cc(C)c1N,310.5,ECHA,Boiling point,°C,
C[O+](C)[B-](F)(F)F,127,ECHA,Boiling point,°C,
CC(C)(C)NC[C@H](O)CO,250.86,ECHA,Boiling point,°C,
O=[N+]([O-])c1ccc(C(F)(F)F)c(C(F)(F)F)c1,208.5,,Boiling point,°C,
O=C(O)C(F)(F)Br,140,,Boiling point,°C,
FC(F)(F)C(F)(F)COP1(OCC(F)(F)C(F)(F)F)=NP(OCC(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)F)=NP(OCC(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)F)=N1,265,,Boiling point,°C,
O=C(Cl)c1ccsc1,203.75,,Boiling point,°C,
CCP(=S)(Cl)CC,226,,Boiling point,°C,
CCC(CO)(CO)C(=O)O,284.85,ECHA,Boiling point,°C,
CCC(O)(CC)C(C)(C)C,174,,Boiling point,°C,
FC(F)(F)C(F)(F)C(F)(F)[Se]C(F)(F)C(F)(F)C(F)(F)F,100,,Boiling point,°C,
[N-]=[N+]=NCC(=O)c1ccccc1,116,,Boiling point,°C,
Cc1ccccc1Nc1ccccc1,305,,Boiling point,°C,
Cc1cc(C)c2cccnc2c1,274,10.1186/s13321-024-00895-0,Boiling point,°C,
CCCC1CCC(C2CCC(c3ccc(OCC)c(F)c3F)CC2)CC1,415,ECHA,Boiling point,°C,
C[Si](C)(C)OC(C(=O)c1ccco1)c1ccco1,112.5,,Boiling point,°C,
FC(F)(F)c1ccc(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)nc1,227,GESTIS,Boiling point,°C,
CCCCC(CC)COC(=O)C(Cc1cc(OC)c(O)c(OC)c1)C(=O)OCC(CC)CCCC,342.7,ECHA,Boiling point,°C,
C[Si](C)(C)O[Pb](C)(C)C,172,,Boiling point,°C,
O=C(O)C(F)(F)OC(F)(F)C(=O)O,78,,Boiling point,°C,
CP(C)(=O)CP(C)(C)=O,160.5,,Boiling point,°C,
Brc1cccc(Oc2cccc(Br)c2)c1,354,,Boiling point,°C,
FC(Cl)(Cl)CBr,110,,Boiling point,°C,
CC(C)CCOc1ccc2ccccc2c1,320.5,,Boiling point,°C,
COC(=O)[C@@H](C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,437,GESTIS,Boiling point,°C,
CCOC(=O)C(CC)Nc1ccccc1,278,,Boiling point,°C,
O=C(OSC(F)(Cl)Cl)C(F)(F)F,114,,Boiling point,°C,
CC/C(C=O)=C\c1ccccc1,243,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)NC(C)c1ccccc1,196.5,,Boiling point,°C,
Cc1ccc(C(O)c2ccccc2)c(C)c1,330,,Boiling point,°C,
C=CCC#CCCCCC,178.55,ECHA,Boiling point,°C,
CCCCCCON=O,130.2,ECHA,Boiling point,°C,
Cc1ccc(B(Cl)Cl)cc1,205,,Boiling point,°C,
Cc1cc(C)c([N+](=O)[O-])c(C(C)(C)C)c1,258,,Boiling point,°C,
ClC(Cl)C(Cl)Br,171,,Boiling point,°C,
CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,419,,Boiling point,°C,
Clc1nc(Cl)c(Cl)s1,195,,Boiling point,°C,
CCCCCCCCCCCCCCC(CO)CCCCCCCCCCCC,282,ECHA,Boiling point,°C,
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,616,,Boiling point,°C,
Cc1cc(C)nc(-n2nc(C)cc2C)n1,290,,Boiling point,°C,
CCCCCCCCCCC=C(c1ccccc1)c1ccccc1,404,10.1186/s13321-024-00895-0,Boiling point,°C,
NC[C@H]1CC[C@H](C(=O)O)CC1,284,ECHA,Boiling point,°C,
Cc1ccc(/N=N/c2c(O)ccc3ccccc23)c(C)c1,300,ECHA,Boiling point,°C,
CCCCCOc1ccc(-c2ccc(OCC)c(F)c2F)c(O)c1F,380,ECHA,Boiling point,°C,
C=C1[C@H]2C[C@@H](C[C@@H]1O)C2(C)C,217.5,,Boiling point,°C,
CN1[C@@H]2CC[C@H]1C[C@H](O)C2,241,,Boiling point,°C,
Nc1ccccc1N,263,ECHA,Boiling point,°C,
Nc1ccc(F)c(Cl)c1,227,Handbook of chemistry and physics 2016,Boiling point,°C,
Nc1c(Cl)cc(Cl)cc1Cl,263,ECHA,Boiling point,°C,
Nc1ncccn1,195,Handbook of chemistry and physics 2016,Boiling point,°C,
N#Cc1ccccc1O,262,ECHA,Boiling point,°C,
N=C(NO)c1ccccc1,307.4,ECHA,Boiling point,°C,
NC(=O)Nc1ccc(Br)cc1,260,AAT Bioquest,Boiling point,°C,
OB(O)c1ccccc1,265.9,Guidechem,Boiling point,°C,
O=c1c2ccccc2oc2ccccc12,351,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C1C=CCCC1,170,GESTIS,Boiling point,°C,
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,363.85,10.1186/s13321-024-00895-0,Boiling point,°C,
OCc1ccc2c(c1)OCO2,157,AAT Bioquest,Boiling point,°C,
O=Cc1ccc(Oc2ccccc2)cc1,185,AAT Bioquest,Boiling point,°C,
O=C(Cc1ccccc1)Nc1ccccc1,355,AAT Bioquest,Boiling point,°C,
O=C(O)c1cccc(C(=O)O)c1,348,ECHA,Boiling point,°C,
O=C(O)c1ccccc1O,256,ECHA,Boiling point,°C,
O=C(O)/C=C/c1ccccc1,296,ECHA,Boiling point,°C,
O=C(O)CCCCc1ccccc1,190,AAT Bioquest,Boiling point,°C,
O=C(O)CCCC(=O)O,304,ECHA,Boiling point,°C,
O=C(OCCO)c1ccccc1,150,AAT Bioquest,Boiling point,°C,
O=C(O)CO,100,Handbook of chemistry and physics 2016,Boiling point,°C,
O=[N+]([O-])c1cccc(F)c1,205,GESTIS,Boiling point,°C,
O=[N+]([O-])C(Cl)(Cl)Cl,111.9,GESTIS,Boiling point,°C,
S=C=Nc1ccccc1,219.5,GESTIS,Boiling point,°C,
CCOC(=O)C=C(c1ccccc1)C(C)(C(=O)OCC)C(=O)OCC,355,,Boiling point,°C,
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,325,Handbook of chemistry and physics 2016,Boiling point,°C,
CC[NH2+]CC.[Cl-],370,ECHA,Boiling point,°C,
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,931.6,,Boiling point,°C,
CCC[C@H]1CC[C@H](c2ccc(-c3ccc(-c4cc(F)c(OC(F)(F)F)c(F)c4)c(F)c3)cc2)CC1,468,ECHA,Boiling point,°C,
CCC[C@H]1CC[C@H]([C@H]2CC[C@H](OC)CC2)CC1,370,ECHA,Boiling point,°C,
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].[NH4+],283.9,ECHA,Boiling point,°C,
C[C@H]1[C@H]2C[C@@H](C[C@@H]1O)C2(C)C,217,,Boiling point,°C,
C[C@@H]1CO[C@@H](C)CO1,121,,Boiling point,°C,
CC(=O)[CH-]C(C)=CC(=O)[CH-]C(C)=CC(C)[O-].CC(C)[O-].[Ti+4],70,GESTIS,Boiling point,°C,
CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[NH3+]c1ccc(/N=N/c2cccc(/N=N/c3ccc([NH3+])cc3[NH3+])c2)c([NH3+])c1,250,ECHA,Boiling point,°C,
CCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[NH4+],402.96,ECHA,Boiling point,°C,
CC12CCC(CC1)C(C)(C)O2,177,ECHA,Boiling point,°C,
Brc1ccc2ncccc2c1,281,Handbook of chemistry and physics 2016,Boiling point,°C,
BrC1CCCCC1,166.5,GESTIS,Boiling point,°C,
c1ccc2c(c1)ccc1ncccc12,352,Handbook of chemistry and physics 2016,Boiling point,°C,
C1COCCN1,128.3,ECHA,Boiling point,°C,
c1cnccn1,116.3,Handbook of chemistry and physics 2016,Boiling point,°C,
C1CO1,10.8,ECHA,Boiling point,°C,
c1ccoc1,32,ECHA,Boiling point,°C,
c1ccc(-c2cnc(-c3ccccc3)o2)cc1,365.3,ECHA,Boiling point,°C,
c1ccc(CCc2ccccc2)cc1,280,Handbook of chemistry and physics 2016,Boiling point,°C,
c1ccc(Nc2ccccc2)cc1,302,ECHA,Boiling point,°C,
Cc1ccc2cccc(C)c2c1,263,Handbook of chemistry and physics 2016,Boiling point,°C,
Cc1ccc2ccccc2c1,241.1,GESTIS,Boiling point,°C,
Cc1ccc(-c2ccccc2)cc1,267.5,GESTIS,Boiling point,°C,
Cc1cccc2nccnc12,120,AAT Bioquest,Boiling point,°C,
CC1CCCCC1,100.93,ECHA,Boiling point,°C,
Cc1ccccc1N,200.2,ECHA,Boiling point,°C,
Cc1cccc(C)c1C(=O)O,277,Handbook of chemistry and physics 2016,Boiling point,°C,
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,220,,Boiling point,°C,
Cc1ccc(N)cc1,200.5,ECHA,Boiling point,°C,
Cc1ccnc2ccccc12,262,GESTIS,Boiling point,°C,
Cc1ncc[nH]1,268,ECHA,Boiling point,°C,
CC(C)c1ccccc1,152.39,ECHA,Boiling point,°C,
CCCc1ccccc1O,221,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCC,36.06,ECHA,Boiling point,°C,
CCC(C)(C)C,49.7,ECHA,Boiling point,°C,
C=C/C=C/CC,71.5,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCCCBr,179,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCCc1ccccc1,226,GESTIS,Boiling point,°C,
CCCCCCCCC(C)=O,211,GESTIS,Boiling point,°C,
CC(C)CCC#N,155,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)CCC(=O)c1ccoc1,196,AAT Bioquest,Boiling point,°C,
CCCC(C)=O,102.7,ECHA,Boiling point,°C,
CC=CC(C)=O,122.625,,Boiling point,°C,
CCCC(O)CC,135,GESTIS,Boiling point,°C,
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,156.5,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)COC(N)=O,207,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(Cl)(Cl)Cl,74,Handbook of chemistry and physics 2016,Boiling point,°C,
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,347,GESTIS,Boiling point,°C,
CCCOC=O,81,GESTIS,Boiling point,°C,
CCC(=O)Nc1ccc(Cl)c(Cl)c1,351,AAT Bioquest,Boiling point,°C,
C=CCSc1ccccc1,219,,Boiling point,°C,
CCN(C)C,36.3,ECHA,Boiling point,°C,
CCNc1nc(NC(C)(C)C)nc(SC)n1,157,GESTIS,Boiling point,°C,
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,418.7,,Boiling point,°C,
CC(=O)c1ccc(Cl)cc1,237,ECHA,Boiling point,°C,
CC(=O)c1ccccn1,188.5,GESTIS,Boiling point,°C,
CCOc1ccc(O)cc1,248,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(=O)c1ccsc1,209,,Boiling point,°C,
CC(=O)C=Cc1ccco1,113,AAT Bioquest,Boiling point,°C,
CC(=O)CCC(C)C,145,ECHA,Boiling point,°C,
CCOCCOCCOCC,189,ECHA,Boiling point,°C,
CCOC(=O)NC,169,Handbook of chemistry and physics 2016,Boiling point,°C,
CCOC(=O)N(C)C,143.125,,Boiling point,°C,
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,357.5,GESTIS,Boiling point,°C,
Cl[C@@H]1CCCC[C@H]1Cl,190.33333,,Boiling point,°C,
Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,440,GESTIS,Boiling point,°C,
ClCC(Cl)Cl,114,ECHA,Boiling point,°C,
CN(C)c1ccccc1,185,ECHA,Boiling point,°C,
CN(C)C=O,153.5,ECHA,Boiling point,°C,
CN=C=S,119,ECHA,Boiling point,°C,
COc1ccccc1Br,223,GESTIS,Boiling point,°C,
COc1cccc(C(C)=O)c1,250.1,ECHA,Boiling point,°C,
COc1cccc(C=O)c1O,265.5,Handbook of chemistry and physics 2016,Boiling point,°C,
COc1ccc(C(=O)O)cc1,286,ECHA,Boiling point,°C,
COc1cc(C(=O)O)ccc1O,353.4,Guidechem,Boiling point,°C,
COC(=O)CC(=O)OC,181.5,ECHA,Boiling point,°C,
COC(=O)CCCC(=O)OC,216,ECHA,Boiling point,°C,
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,100,GESTIS,Boiling point,°C,
FC(F)(F)Br,-58,GESTIS,Boiling point,°C,
Fc1c(F)c(F)c(F)c(F)c1F,80.2,Handbook of chemistry and physics 2016,Boiling point,°C,
FCOC(C(F)(F)F)C(F)(F)F,58,GESTIS,Boiling point,°C,
CC(S)C(=O)[O-].[NH4+],113.5,ECHA,Boiling point,°C,
C[N+](C)(C)C1CCCCC1.C[N+](C)(C)C1CCCCC1.O=S(=O)([O-])[O-],108.9,ECHA,Boiling point,°C,
COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,550.4,,Boiling point,°C,
C[SiH](C)O[Si](C)(O[SiH](C)C)O[SiH](C)C,164,,Boiling point,°C,
N#CC/C=C/CC#N,273.85,10.1186/s13321-024-00895-0,Boiling point,°C,
C=CB(Cl)Cl,44.666668,,Boiling point,°C,
BN(CC)CC,104.666664,,Boiling point,°C,
CCN(CC)B(Br)Br,189,,Boiling point,°C,
C(=C\c1ccccc1)\c1ccccc1,271.35,10.1186/s13321-024-00895-0,Boiling point,°C,
CC(C)OC(=O)/C=C/C(=O)OC(C)C,251.75,,Boiling point,°C,
C=C/C=C/C#N,136.5,10.1186/s13321-024-00895-0,Boiling point,°C,
C/C=C/C(=O)C1=C(C)C=CCC1(C)C,199,ECHA,Boiling point,°C,
CC(C)COC(=O)/C=C\C(=O)OCC(C)C,246.19,ECHA,Boiling point,°C,
CC(/C=C/c1ccccc1)c1ccccc1,311,Handbook of chemistry and physics 2016,Boiling point,°C,
O=COCC(COC=O)OC=O,266,,Boiling point,°C,
COC(=O)OC1CC/C=C\CCC1,231.9,GESTIS,Boiling point,°C,
CC(C)c1ccc(Cl)cc1CNC1CC1,90,ECHA,Boiling point,°C,
Cc1cccnc1N=CN(C)C,230,,Boiling point,°C,
FC1C(F)C(F)(F)C(F)C(F)C1(F)F,176.5,,Boiling point,°C,
CCC(CC)(CC)c1ccc(O)cc1,275,,Boiling point,°C,
CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(C(=O)NC(C)(C)C)cc3)nc(Nc3ccc(C(=O)OCC(CC)CCCC)cc3)n2)cc1,893,ECHA,Boiling point,°C,
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H]1CO1,195.85,ECHA,Boiling point,°C,
CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,609,,Boiling point,°C,
CC(C)NCCc1ccccc1,214,,Boiling point,°C,
